title,location,price,bedroom,bathroom,area,year_contruction,maintenance,housing_type,operation_type,date_pub,url,price_clean,area_clean,bedroom_clean,bathroom_clean,cost_score,city,district,safety_score,services_score,final_score,latitude,longitude,osm_data
Apartamento en alquiler en Ur. Portada Del Sol Etapa I (A.E.M.G),"Ur. Portada Del Sol Etapa I (A.E.M.G), La Molina, Lima, Lima ","S/.1,500",2 dormitorios,2 baños,80 m²,2017.0,,Apartamento,Alquiler,27 mar. 2023 - Publicado por Arias Propiedades,https://www.properati.com.pe/detalle/14032-32-4319-3c5254cf91e4-3d21f2e6-94d7-4f86,1500.0,80.0,2,2,9.997184684684685,Lima,La Molina,9,7.039999999999999,9.0,-12.077983,-76.9172838,"La Molina, Lima, Lima Metropolitana, Lima, Perú"
Apartamento en alquiler en Ur. Country Club,"Ur. Country Club, San Isidro, Lima, Lima ","USD1,650",2 dormitorios,2 baños,135 m²,2015.0,S/.653,Apartamento,Alquiler,24 mar. 2023 - Publicado por Rocío Mazzetti,https://www.properati.com.pe/detalle/14032-32-1b0e-30882899e168-ee9a895e-a56c-4f1a,6105.0,135.0,2,2,9.99320987654321,Lima,San Isidro,9,6.879999999999999,9.0,-12.0989209,-77.0346439,"San Isidro, Lima, Lima Metropolitana, Lima, Perú"
Casa en alquiler en Ur. El Sol De La Molina Etapa Iii,"Ur. El Sol De La Molina Etapa Iii, La Molina, Lima, Lima ","USD1,650",5 dormitorios,5 baños,850 m²,1986.0,,Casa,Alquiler,15 mar. 2023 - Publicado por RE/MAX PRO,https://www.properati.com.pe/detalle/14032-32-73b6-440818f2ab3a-d0f07808-acd7-4652,6105.0,850.0,5,5,9.99892156862745,Lima,La Molina,9,6.96,9.0,-12.077983,-76.9172838,"La Molina, Lima, Lima Metropolitana, Lima, Perú"
Casa en alquiler en Ur. Javier Prado (Cahuache),"Ur. Javier Prado (Cahuache), San Borja, Lima, Lima ","USD1,700",9 dormitorios,9 baños,200 m²,2012.0,,Casa,Alquiler,1 mar. 2023 - Publicado por RE/MAX Expo,https://www.properati.com.pe/detalle/14032-32-195a-5e02d83a21b-989fca48-9fa2-47d9,6290.0,200.0,9,9,9.995277777777778,Lima,San Borja,8,9.04,9.0,-12.0964515,-76.9956899,"San Borja, Lima, Lima Metropolitana, Lima, Perú"
Apartamento en alquiler en Ur. America,"Ur. America, Miraflores, Lima, Lima ","USD1,600",2 dormitorios,3 baños,104 m²,2005.0,S/.635,Apartamento,Alquiler,"Hace 3 semanas, 16 horas - Publicado por Dora Merlo Paz Soldán",https://www.properati.com.pe/detalle/14032-32-cdde-691d178457ed-57fb2310-8768-120d,5920.0,104.0,2,3,9.991452991452991,Lima,Miraflores,9,6.98,9.0,-12.1206214,-77.0294993,"Miraflores, Lima, Lima Metropolitana, Lima, Perú"
Apartamento en alquiler en Ur. San Borja,"Ur. San Borja, San Borja, Lima, Lima ","S/.3,400",3 dormitorios,3 baños,91 m²,2022.0,S/.240,Apartamento,Alquiler,17 nov. 2022 - Publicado por Alfredo Maccera,https://www.properati.com.pe/detalle/14032-32-662b-5b1103224919-d6de7530-c006-120d,3400.0,91.0,3,3,9.994389994389994,Lima,San Borja,8,9.239999999999998,9.0,-12.0964515,-76.9956899,"San Borja, Lima, Lima Metropolitana, Lima, Perú"
Apartamento en alquiler en Re. San Felipe,"Re. San Felipe, San Isidro, Lima, Lima ","USD2,650",3 dormitorios,3 baños,450 m²,1995.0,S/.1,Apartamento,Alquiler,9 ene. 2023 - Publicado por Büro Propiedades,https://www.properati.com.pe/detalle/14032-32-8bc1-c853fbbb192a-f1f878a9-8f59-40b1,9805.0,450.0,3,3,9.996728395061728,Lima,San Isidro,9,7.08,9.0,-12.0989209,-77.0346439,"San Isidro, Lima, Lima Metropolitana, Lima, Perú"
Apartamento en alquiler en Ur. Santa Cruz,"Ur. Santa Cruz, Miraflores, Lima, Lima ","USD1,050",1 dormitorio,3 baños,125 m²,2018.0,S/.380,Apartamento,Alquiler,"Hace 1 día, 2 horas - Publicado por SOCIOS INMOBILIARIOS",https://www.properati.com.pe/detalle/14032-32-3972-d3764fd50aef-18593f76-9b9c-4b00,3885.0,125.0,1,3,9.995333333333331,Lima,Miraflores,9,7.12,9.0,-12.1206214,-77.0294993,"Miraflores, Lima, Lima Metropolitana, Lima, Perú"
Apartamento en alquiler en Hu. Cercado De Miraflores,"Hu. Cercado De Miraflores, Miraflores, Lima, Lima ",USD730,2 dormitorios,3 baños,117 m²,2005.0,S/.280,Apartamento,Alquiler,"Hace 2 semanas, 3 días - Publicado por RE/MAX POWER EXPO",https://www.properati.com.pe/detalle/14032-32-482c-61d40690ab70-372523ee-bcc3-42de,2701.0,117.0,2,3,9.99653371320038,Lima,Miraflores,9,6.98,9.0,-12.1206214,-77.0294993,"Miraflores, Lima, Lima Metropolitana, Lima, Perú"
Apartamento en alquiler en Ur. Monterrico Norte,"Ur. Monterrico Norte, San Borja, Lima, Lima ","USD1,150",3 dormitorios,3 baños,139 m²,2022.0,S/.500,Apartamento,Alquiler,25 mar. 2023 - Publicado por Tasso Inmobiliaria,https://www.properati.com.pe/detalle/14032-32-de63-da2e8f822c52-c0aa7dd-9b21-4493,4255.0,139.0,3,3,9.995403677058354,Lima,San Borja,8,9.239999999999998,9.0,-12.0964515,-76.9956899,"San Borja, Lima, Lima Metropolitana, Lima, Perú"
Apartamento en alquiler en Ur. Chacarilla Del Estanque,"Ur. Chacarilla Del Estanque, San Borja, Lima, Lima ","USD2,800",3 dormitorios,4 baños,383 m²,2010.0,"S/.1,200",Apartamento,Alquiler,12 ene. 2023 - Publicado por NG Inmobiliaria,https://www.properati.com.pe/detalle/14032-32-2ddc-2d8fbfc13b92-412dab8b-b7ef-479b,10360.0,383.0,3,4,9.99593849724398,Lima,San Borja,8,8.879999999999999,9.0,-12.0964515,-76.9956899,"San Borja, Lima, Lima Metropolitana, Lima, Perú"
Apartamento en alquiler en Ur. Santa Cruz,"Ur. Santa Cruz, Miraflores, Lima, Lima ","USD2,000",3 dormitorios,2 baños,175 m²,2004.0,S/.840,Apartamento,Alquiler,7 mar. 2023 - Publicado por Inmobiliaria Casella,https://www.properati.com.pe/detalle/14032-32-2bc6-fc3f3e5d3608-c891cf7e-be22-46fd,7400.0,175.0,3,2,9.993650793650794,Lima,Miraflores,9,6.9,9.0,-12.1206214,-77.0294993,"Miraflores, Lima, Lima Metropolitana, Lima, Perú"
Apartamento en alquiler en Ur. Mariscal Castilla,"Ur. Mariscal Castilla, San Borja, Lima, Lima ",USD800,3 dormitorios,4 baños,129 m²,2013.0,S/.300,Apartamento,Alquiler,"Hace 1 semana, 1 día - Publicado por REQUIEROMICASA ",https://www.properati.com.pe/detalle/14032-32-8af7-1cdb06d9c0f3-b3b3d36-af41-42b8,2960.0,129.0,3,4,9.996554694229111,Lima,San Borja,8,9.12,9.0,-12.0964515,-76.9956899,"San Borja, Lima, Lima Metropolitana, Lima, Perú"
Apartamento en alquiler en Hu. Cercado De Miraflores,"Hu. Cercado De Miraflores, Miraflores, Lima, Lima ","S/.2,600",2 dormitorios,2 baños,59 m²,2018.0,S/.180,Apartamento,Alquiler,"Hace 6 días, 21 horas - Publicado por Remax Visión Miraflores Lima",https://www.properati.com.pe/detalle/14032-32-b131-dcf648d5175e-8a70a8d9-ad23-443a,2600.0,59.0,2,2,9.993383213722195,Lima,Miraflores,9,7.12,9.0,-12.1206214,-77.0294993,"Miraflores, Lima, Lima Metropolitana, Lima, Perú"
Apartamento en alquiler en Ur. Chacarilla Del Estanque,"Ur. Chacarilla Del Estanque, San Borja, Lima, Lima ","USD1,500",3 dormitorios,3 baños,150 m²,2022.0,S/.700,Apartamento,Alquiler,9 mar. 2023 - Publicado por RE/MAX Expo,https://www.properati.com.pe/detalle/14032-32-d9b7-2cf8649679c1-18551c74-a815-4a3c,5550.0,150.0,3,3,9.994444444444444,Lima,San Borja,8,9.239999999999998,9.0,-12.0964515,-76.9956899,"San Borja, Lima, Lima Metropolitana, Lima, Perú"
Apartamento en alquiler en Hu. Cercado De Miraflores,"Hu. Cercado De Miraflores, Miraflores, Lima, Lima ","USD2,600",3 dormitorios,2 baños,250 m²,2006.0,S/.915,Apartamento,Alquiler,24 feb. 2023 - Publicado por Verónica Arosemena,https://www.properati.com.pe/detalle/14032-32-aa31-a4c4f016ec7d-97ceb562-863a-48b1,9620.0,250.0,3,2,9.994222222222222,Lima,Miraflores,9,7.0600000000000005,9.0,-12.1206214,-77.0294993,"Miraflores, Lima, Lima Metropolitana, Lima, Perú"
Apartamento en alquiler en Ur. Santa Cruz,"Ur. Santa Cruz, Miraflores, Lima, Lima ","USD1,700",2 dormitorios,2 baños,172 m²,2019.0,,Apartamento,Alquiler,9 ene. 2023 - Publicado por setagroup.pe,https://www.properati.com.pe/detalle/14032-32-b4e2-68f325837e5c-cffee4a9-a983-37c6,6290.0,172.0,2,2,9.994509043927648,Lima,Miraflores,9,7.199999999999999,9.0,-12.1206214,-77.0294993,"Miraflores, Lima, Lima Metropolitana, Lima, Perú"
Apartamento en alquiler en Ur. Balta,"Ur. Balta, Miraflores, Lima, Lima ",USD850,2 dormitorios,2 baños,80 m²,2016.0,S/.480,Apartamento,Alquiler,"Hace 6 días, 23 horas - Publicado por Corretaje Pelusa",https://www.properati.com.pe/detalle/14032-32-a008-dc332b3b709d-c1400d1e-919d-4243,3145.0,80.0,2,2,9.994097222222225,Lima,Miraflores,9,6.96,9.0,-12.1206214,-77.0294993,"Miraflores, Lima, Lima Metropolitana, Lima, Perú"
Apartamento en alquiler en Hu. Cercado De Miraflores,"Hu. Cercado De Miraflores, Miraflores, Lima, Lima ","USD2,400",3 dormitorios,2 baños,200 m²,2006.0,S/.650,Apartamento,Alquiler,31 ene. 2023 - Publicado por Büro Propiedades,https://www.properati.com.pe/detalle/14032-32-11ec-7377078ccf67-355c7069-b65d-5016,8880.0,200.0,3,2,9.993333333333334,Lima,Miraflores,9,7.0600000000000005,9.0,-12.1206214,-77.0294993,"Miraflores, Lima, Lima Metropolitana, Lima, Perú"
Apartamento en alquiler en Ur. Las Magnolias,"Ur. Las Magnolias, San Borja, Lima, Lima ",USD990,3 dormitorios,4 baños,220 m²,2004.0,S/.200,Apartamento,Alquiler,29 nov. 2022 - Publicado por DCITY Inmobiliaria   -  Denisse Soto & Asociados,https://www.properati.com.pe/detalle/14032-32-3be5-dc7126f4147b-2abb4f27-b4dc-40bb,3663.0,220.0,3,4,9.9975,Lima,San Borja,8,8.4,8.9,-12.0964515,-76.9956899,"San Borja, Lima, Lima Metropolitana, Lima, Perú"
Casa en alquiler en Ur. Lobaton,"Ur. Lobaton, San Isidro, Lima, Lima ","USD1,300",5 dormitorios,2 baños,205 m²,1983.0,S/.10,Casa,Alquiler,10 mar. 2023 - Publicado por ANA MARIA CECILIA ARTEAGA RODRIGUEZ,https://www.properati.com.pe/detalle/14032-32-7418-675bfbff8f95-38baadec-bc92-44df,4810.0,205.0,5,2,9.996476964769649,Lima,San Isidro,9,6.720000000000001,8.9,-12.0989209,-77.0346439,"San Isidro, Lima, Lima Metropolitana, Lima, Perú"
Apartamento en alquiler en Ur. Leuro,"Ur. Leuro, Miraflores, Lima, Lima ",USD850,2 dormitorios,2 baños,76 m²,2009.0,S/.338,Apartamento,Alquiler,24 feb. 2023 - Publicado por Verónica Arosemena,https://www.properati.com.pe/detalle/14032-32-43db-20573448b184-b471a63e-bbdd-4c40,3145.0,76.0,2,2,9.993786549707602,Lima,Miraflores,9,6.4,8.9,-12.1206214,-77.0294993,"Miraflores, Lima, Lima Metropolitana, Lima, Perú"
Apartamento en alquiler en Ur. Victoria,"Ur. Victoria, San Isidro, Lima, Lima ",USD800,3 dormitorios,2 baños,180 m²,2002.0,S/.350,Apartamento,Alquiler,19 ene. 2023 - Publicado por Marcia Rodriguez,https://www.properati.com.pe/detalle/14032-32-cdf0-a0e4918951da-1ade6294-be9e-4f97,2960.0,180.0,3,2,9.99753086419753,Lima,San Isidro,9,6.74,8.9,-12.0989209,-77.0346439,"San Isidro, Lima, Lima Metropolitana, Lima, Perú"
Apartamento en alquiler en Ur. Confraternidad,"Ur. Confraternidad, Barranco, Lima, Lima ","USD1,200",3 dormitorios,3 baños,110 m²,2010.0,S/.380,Apartamento,Alquiler,26 dic. 2022 - Publicado por Agentes Asociados,https://www.properati.com.pe/detalle/14032-32-1250-4ee6de009722-f8af4558-a625-44e6,4440.0,110.0,3,3,9.993939393939394,Lima,Barranco,8,8.28,8.9,-12.1496977,-77.0212908,"Barranco, Lima, Lima Metropolitana, Lima, Perú"
Casa en alquiler en Ur. Humboldt,"Ur. Humboldt, Miraflores, Lima, Lima ","USD1,970",3 dormitorios,3 baños,230 m²,,,Casa,Alquiler,27 mar. 2023 - Publicado por Inmoba Peru SAC,https://www.properati.com.pe/detalle/14032-32-54bb-67c9508d0a28-5d3cc5c0-83c1-45d2,7289.0,230.0,3,3,9.99524154589372,Lima,Miraflores,9,6.68,8.9,-12.1206214,-77.0294993,"Miraflores, Lima, Lima Metropolitana, Lima, Perú"
Casa en alquiler en Ur. Santa Cruz,"Ur. Santa Cruz, Miraflores, Lima, Lima ","USD1,300",4 dormitorios,3 baños,220 m²,1980.0,S/.100,Casa,Alquiler,25 ene. 2023 - Publicado por Corretajes Inmobiliarios Matessa SAC,https://www.properati.com.pe/detalle/14032-32-9c4d-bf30d76558ca-81c9abfc-a229-4eaf,4810.0,220.0,4,3,9.996717171717172,Lima,Miraflores,9,6.48,8.9,-12.1206214,-77.0294993,"Miraflores, Lima, Lima Metropolitana, Lima, Perú"
Casa en alquiler en San Isidro,"San Isidro, Lima, Lima ","USD1,900",3 dormitorios,3 baños,311 m²,,,Casa,Alquiler,16 feb. 2023 - Publicado por Faure Cruz,https://www.properati.com.pe/detalle/14032-32-68d0-384e2e5eb19e-33b6ee76-8387-4057,7030.0,311.0,3,3,9.996605930689531,Lima,San Isidro,9,6.68,8.9,-12.0989209,-77.0346439,"San Isidro, Lima, Lima Metropolitana, Lima, Perú"
Apartamento en alquiler en Ur. Balta,"Ur. Balta, Miraflores, Lima, Lima ",USD700,2 dormitorios,2 baños,90 m²,2013.0,S/.1,Apartamento,Alquiler,26 mar. 2023 - Publicado por Luis Joya Inmobiliaria,https://www.properati.com.pe/detalle/14032-32-cc07-818aa7b9af2c-55dcc8f0-a622-120d,2590.0,90.0,2,2,9.99567901234568,Lima,Miraflores,9,6.72,8.9,-12.1206214,-77.0294993,"Miraflores, Lima, Lima Metropolitana, Lima, Perú"
Apartamento en alquiler en Ur. Balta,"Ur. Balta, Miraflores, Lima, Lima ",USD850,2 dormitorios,2 baños,84 m²,2012.0,S/.400,Apartamento,Alquiler,"Hace 1 día, 19 horas - Publicado por Intermediación Inmobiliaria – CHS",https://www.properati.com.pe/detalle/14032-32-fb0c-a754f883812a-3094fa58-8746-4ecb,3145.0,84.0,2,2,9.994378306878309,Lima,Miraflores,9,6.64,8.9,-12.1206214,-77.0294993,"Miraflores, Lima, Lima Metropolitana, Lima, Perú"
Apartamento en alquiler en Ur. Barboncito,"Ur. Barboncito, Miraflores, Lima, Lima ",USD790,2 dormitorios,2 baños,65 m²,2013.0,S/.240,Apartamento,Alquiler,27 mar. 2023 - Publicado por Oscar Leandro Peña Villanueva,https://www.properati.com.pe/detalle/14032-32-da0a-e81c3582dd8c-108951d9-87b8-4123,2923.0,65.0,2,2,9.993247863247865,Lima,Miraflores,9,6.72,8.9,-12.1206214,-77.0294993,"Miraflores, Lima, Lima Metropolitana, Lima, Perú"
Apartamento en alquiler en Ur. Country Club,"Ur. Country Club, San Isidro, Lima, Lima ",USD800,2 dormitorios,2 baños,120 m²,2008.0,S/.350,Apartamento,Alquiler,"Hace 6 días, 23 horas - Publicado por MENDIETA INMOBILIARIA",https://www.properati.com.pe/detalle/14032-32-26e2-9685fe1d507-50c99715-8f45-4a3a,2960.0,120.0,2,2,9.996296296296295,Lima,San Isidro,9,6.32,8.9,-12.0989209,-77.0346439,"San Isidro, Lima, Lima Metropolitana, Lima, Perú"
Apartamento en alquiler en Ur. America,"Ur. America, Miraflores, Lima, Lima ",USD900,2 dormitorios,2 baños,100 m²,2012.0,S/.690,Apartamento,Alquiler,"Hace 1 semana, 18 horas - Publicado por SOCIOS INMOBILIARIOS",https://www.properati.com.pe/detalle/14032-32-d8c9-2d992ccedc6d-5b23d140-9325-120d,3330.0,100.0,2,2,9.995,Lima,Miraflores,9,6.64,8.9,-12.1206214,-77.0294993,"Miraflores, Lima, Lima Metropolitana, Lima, Perú"
Apartamento en alquiler en Ur. Corpac,"Ur. Corpac, San Isidro, Lima, Lima ",USD750,3 dormitorios,2 baños,134 m²,2000.0,S/.100,Apartamento,Alquiler,"Hace 2 semanas, 1 día - Publicado por JUAN LIBORIO CORREA LUNA",https://www.properati.com.pe/detalle/14032-32-4849-32aa1e4190c7-32bda875-9ab9-4e4b,2775.0,134.0,3,2,9.996890547263682,Lima,San Isidro,9,6.58,8.9,-12.0989209,-77.0346439,"San Isidro, Lima, Lima Metropolitana, Lima, Perú"
Apartamento en alquiler en Hu. Cercado De Miraflores,"Hu. Cercado De Miraflores, Miraflores, Lima, Lima ","USD1,300",3 dormitorios,3 baños,160 m²,,S/.720,Apartamento,Alquiler,27 ene. 2023 - Publicado por Fiorella Saldarriaga,https://www.properati.com.pe/detalle/14032-32-7e79-5650437ac62d-b0554d91-9218-4d23,4810.0,160.0,3,3,9.995486111111113,Lima,Miraflores,9,6.68,8.9,-12.1206214,-77.0294993,"Miraflores, Lima, Lima Metropolitana, Lima, Perú"
Casa en alquiler en Miraflores,"Miraflores, Miraflores, Arequipa, Arequipa ","USD1,639",8 dormitorios,4 baños,272 m²,1983.0,,Casa,Alquiler,18 ene. 2023 - Publicado por IMPERIAL INN MIRAFLORES S.A.C.,https://www.properati.com.pe/detalle/14032-32-ad0f-5578fe85719e-f9c8b6b6-9b19-4fc2,6064.3,272.0,8,4,9.996652369281046,Arequipa,Miraflores,9,6.720000000000001,8.9,-16.3941909,-71.5223342,"Miraflores, Arequipa, 04004, Perú"
Apartamento en alquiler en Ur. San Luis,"Ur. San Luis, Miraflores, Lima, Lima ",USD850,2 dormitorios,1 baño,73 m²,2023.0,,Apartamento,Alquiler,"Hace 2 semanas, 1 día - Publicado por Dominio Inmobiliaria",https://www.properati.com.pe/detalle/14032-32-c793-fafebc9ce007-364d074d-bfb2-4771,3145.0,73.0,2,1,9.993531202435312,Lima,Miraflores,9,6.62,8.9,-12.1206214,-77.0294993,"Miraflores, Lima, Lima Metropolitana, Lima, Perú"
Apartamento en alquiler en Ur. Santa Rosa,"Ur. Santa Rosa, San Isidro, Lima, Lima ","S/.3,000",3 dormitorios,3 baños,70 m²,,S/.280,Apartamento,Alquiler,"Hace 1 día, 16 horas - Publicado por KRB Agencia Perú",https://www.properati.com.pe/detalle/14032-32-354b-6d5017ed3a54-800f052b-bfd2-4e1d,3000.0,70.0,3,3,9.993564993564991,Lima,San Isidro,9,6.68,8.9,-12.0989209,-77.0346439,"San Isidro, Lima, Lima Metropolitana, Lima, Perú"
Apartamento en alquiler en Hu. Cercado De Miraflores,"Hu. Cercado De Miraflores, Miraflores, Lima, Lima ","USD1,000",3 dormitorios,2 baños,125 m²,1998.0,S/.470,Apartamento,Alquiler,"Hace 1 semana, 20 horas - Publicado por Verónica Arosemena",https://www.properati.com.pe/detalle/14032-32-c59e-6af57e34eca1-18053513-8ad0-4d02,3700.0,125.0,3,2,9.995555555555557,Lima,Miraflores,9,6.42,8.9,-12.1206214,-77.0294993,"Miraflores, Lima, Lima Metropolitana, Lima, Perú"
Apartamento en alquiler en Hu. Cercado De Miraflores,"Hu. Cercado De Miraflores, Miraflores, Lima, Lima ","USD1,100",3 dormitorios,3 baños,111 m²,,S/.400,Apartamento,Alquiler,11 ene. 2023 - Publicado por SOCIOS INMOBILIARIOS,https://www.properati.com.pe/detalle/14032-32-d3bd-9b54828cd073-d9348758-8442-4bb2,4070.0,111.0,3,3,9.994494494494496,Lima,Miraflores,9,6.68,8.9,-12.1206214,-77.0294993,"Miraflores, Lima, Lima Metropolitana, Lima, Perú"
Apartamento en alquiler en Hu. Cercado De Miraflores,"Hu. Cercado De Miraflores, Miraflores, Lima, Lima ",USD625,2 dormitorios,1 baño,60 m²,2019.0,S/.130,Apartamento,Alquiler,21 mar. 2023 - Publicado por REMAX SUNSET,https://www.properati.com.pe/detalle/14032-32-6923-ae5c857336af-85c4792b-91f2-4396,2312.5,60.0,2,1,9.994212962962964,Lima,Miraflores,9,6.3,8.9,-12.1206214,-77.0294993,"Miraflores, Lima, Lima Metropolitana, Lima, Perú"
Apartamento en alquiler en Ur. Orrantia,"Ur. Orrantia, San Isidro, Lima, Lima ","USD1,100",2 dormitorios,2 baños,112 m²,2013.0,S/.1,Apartamento,Alquiler,25 feb. 2023 - Publicado por RE/MAX Lider-Luis Lancho Navas,https://www.properati.com.pe/detalle/14032-32-7f32-71eb309b456e-388a0e68-8b66-4383,4070.0,112.0,2,2,9.99454365079365,Lima,San Isidro,9,6.72,8.9,-12.0989209,-77.0346439,"San Isidro, Lima, Lima Metropolitana, Lima, Perú"
Apartamento en alquiler en Hu. Cercado De Miraflores,"Hu. Cercado De Miraflores, Miraflores, Lima, Lima ",USD850,2 dormitorios,2 baños,90 m²,2010.0,S/.370,Apartamento,Alquiler,13 mar. 2023 - Publicado por Jaquelina Gonzáles,https://www.properati.com.pe/detalle/14032-32-e1c4-b2d83d055111-faeea735-a9d6-500e,3145.0,90.0,2,2,9.994753086419752,Lima,Miraflores,9,6.48,8.9,-12.1206214,-77.0294993,"Miraflores, Lima, Lima Metropolitana, Lima, Perú"
Apartamento en alquiler en Ur. La Viñita,"Ur. La Viñita, Barranco, Lima, Lima ","USD1,000",3 dormitorios,2 baños,72 m²,2022.0,S/.50,Apartamento,Alquiler,11 mar. 2023 - Publicado por GABRIEL PAREJA Agente Inmobiliario,https://www.properati.com.pe/detalle/14032-32-c085-3bebdd2ffe8f-65afbfe0-a99f-120d,3700.0,72.0,3,2,9.992283950617283,Lima,Barranco,8,8.34,8.9,-12.1496977,-77.0212908,"Barranco, Lima, Lima Metropolitana, Lima, Perú"
Apartamento en alquiler en Ur. Aurora,"Ur. Aurora, Miraflores, Lima, Lima ","USD1,500",3 dormitorios,3 baños,155 m²,,S/.650,Apartamento,Alquiler,20 feb. 2023 - Publicado por Bienes Raices Marisol,https://www.properati.com.pe/detalle/14032-32-47ab-be979c042ae-2112430e-8f5b-452a,5550.0,155.0,3,3,9.994623655913978,Lima,Miraflores,9,6.68,8.9,-12.1206214,-77.0294993,"Miraflores, Lima, Lima Metropolitana, Lima, Perú"
Apartamento en alquiler en Ur. Chacarilla Del Estanque,"Ur. Chacarilla Del Estanque, San Borja, Lima, Lima ","USD1,500",3 dormitorios,3 baños,140 m²,2014.0,,Apartamento,Alquiler,20 mar. 2023 - Publicado por Remax Integrity,https://www.properati.com.pe/detalle/14032-32-290f-6b616d72b45f-c144a006-be81-4440,5550.0,140.0,3,3,9.99404761904762,Lima,San Borja,8,8.6,8.9,-12.0964515,-76.9956899,"San Borja, Lima, Lima Metropolitana, Lima, Perú"
Apartamento en alquiler en Ur. San Luis,"Ur. San Luis, Miraflores, Lima, Lima ","USD2,200",3 dormitorios,3 baños,332 m²,,"S/.1,080",Apartamento,Alquiler,17 nov. 2022 - Publicado por Isotta Lima Space,https://www.properati.com.pe/detalle/14032-32-e352-2649a2997a4e-400d0dbf-9904-45be,8140.0,332.0,3,3,9.99631860776439,Lima,Miraflores,9,6.68,8.9,-12.1206214,-77.0294993,"Miraflores, Lima, Lima Metropolitana, Lima, Perú"
Apartamento en alquiler en Ur. Country Club,"Ur. Country Club, San Isidro, Lima, Lima ","USD2,100",4 dormitorios,2 baños,295 m²,,,Apartamento,Alquiler,22 dic. 2022 - Publicado por Isotta Lima Space,https://www.properati.com.pe/detalle/14032-32-5ebe-61e524a9e13a-e90fec66-bbda-4db6,7770.0,295.0,4,2,9.996045197740113,Lima,San Isidro,9,6.68,8.9,-12.0989209,-77.0346439,"San Isidro, Lima, Lima Metropolitana, Lima, Perú"
Apartamento en alquiler en Ur. Chacarilla Santa Cruz Zona Santa Isabel B,"Ur. Chacarilla Santa Cruz Zona Santa Isabel B, San Isidro, Lima, Lima ","USD1,650",3 dormitorios,2 baños,170 m²,1998.0,S/.900,Apartamento,Alquiler,8 feb. 2023 - Publicado por Corretaje Pelusa,https://www.properati.com.pe/detalle/14032-32-e189-d378a83c99d7-a2d802db-a7e1-4650,6105.0,170.0,3,2,9.994607843137254,Lima,San Isidro,9,6.42,8.9,-12.0989209,-77.0346439,"San Isidro, Lima, Lima Metropolitana, Lima, Perú"
Apartamento en alquiler en Ur. Las Lomas De La Molina Vieja Etapa I,"Ur. Las Lomas De La Molina Vieja Etapa I, La Molina, Lima, Lima ","S/.2,450",3 dormitorios,3 baños,79 m²,,,Apartamento,Alquiler,22 mar. 2023 - Publicado por REMAX CENTENARIO,https://www.properati.com.pe/detalle/14032-32-65be-93a6b1588d4e-66bfe366-b8de-4d54,2450.0,79.0,3,3,9.995343444710532,Lima,La Molina,9,6.68,8.9,-12.077983,-76.9172838,"La Molina, Lima, Lima Metropolitana, Lima, Perú"
Apartamento en alquiler en Ur. Balta,"Ur. Balta, Miraflores, Lima, Lima ",USD990,2 dormitorios,2 baños,110 m²,2010.0,S/.500,Apartamento,Alquiler,15 feb. 2023 - Publicado por Midori Kishimoto,https://www.properati.com.pe/detalle/14032-32-767c-a214d6e80fe4-1567cfe9-984f-4f9c,3663.0,110.0,2,2,9.995,Lima,Miraflores,9,6.48,8.9,-12.1206214,-77.0294993,"Miraflores, Lima, Lima Metropolitana, Lima, Perú"
Apartamento en alquiler en Ur. Balta,"Ur. Balta, Miraflores, Lima, Lima ",USD690,2 dormitorios,2 baños,60 m²,2010.0,S/.250,Apartamento,Alquiler,15 mar. 2023 - Publicado por MARIA DEL ROSARIO - BIENES RAICES,https://www.properati.com.pe/detalle/14032-32-ba40-e43e7527e994-decba1fd-9a35-456b,2553.0,60.0,2,2,9.993611111111113,Lima,Miraflores,9,6.48,8.9,-12.1206214,-77.0294993,"Miraflores, Lima, Lima Metropolitana, Lima, Perú"
Casa en alquiler en Ur. Balta,"Ur. Balta, Miraflores, Lima, Lima ","USD1,800",3 dormitorios,2 baños,230 m²,2001.0,,Casa,Alquiler,23 ene. 2023 - Publicado por Jaquelina Gonzáles,https://www.properati.com.pe/detalle/14032-32-49a2-c32420c17a80-df3d227c-b8ed-42ec,6660.0,230.0,3,2,9.995652173913044,Lima,Miraflores,9,6.66,8.9,-12.1206214,-77.0294993,"Miraflores, Lima, Lima Metropolitana, Lima, Perú"
Apartamento en alquiler en San Isidro,"San Isidro, Lima, Lima ","USD3,050",3 dormitorios,3 baños,173 m²,,"S/.1,100",Apartamento,Alquiler,26 ene. 2023 - Publicado por Büro Propiedades,https://www.properati.com.pe/detalle/14032-32-dbf9-138ed6ee263f-170e0d2-893c-4192,11285.0,173.0,3,3,9.990205523442516,Lima,San Isidro,9,6.68,8.9,-12.0989209,-77.0346439,"San Isidro, Lima, Lima Metropolitana, Lima, Perú"
Apartamento en alquiler en Re. San Felipe,"Re. San Felipe, San Isidro, Lima, Lima ",USD680,1 dormitorio,2 baños,47 m²,2019.0,S/.280,Apartamento,Alquiler,27 mar. 2023 - Publicado por CARLA EMPERATRIZ NEIRA SILVA,https://www.properati.com.pe/detalle/14032-32-45b8-b39d12e83d8-ff065b3f-8703-4114,2516.0,47.0,1,2,9.991962174940898,Lima,San Isidro,9,6.3,8.9,-12.0989209,-77.0346439,"San Isidro, Lima, Lima Metropolitana, Lima, Perú"
